# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec  6 02:54:57 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_rade not null
# CONSTRAINT:  and pl_bmasse not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
WASP-103 b,WASP-103,1,1,1,0,0.92554200,0.00001900,-0.00001900,0,0.019850,0.000210,-0.000210,0,17.127,0.818,-0.527,0,473.54700,27.96800,-27.96800,0,,,,,F8 V,6110.00,160.00,-160.00,0,1.44,0.05,-0.03,0,1.22,0.04,-0.04,0,375.6470000,,
WASP-104 b,WASP-104,1,2,1,0,1.75541370,0.00000180,-0.00000360,0,0.029180,0.000450,-0.000450,0,12.745,0.415,-0.415,0,404.26300,14.93700,-14.93700,0,0.000000,,,0,G8,5475.00,127.00,-127.00,0,0.96,0.03,-0.03,0,1.08,0.05,-0.05,0,185.9320000,1.4800000,-1.4580000
WASP-105 b,WASP-105,1,1,1,0,7.87288000,0.00001000,-0.00001000,0,0.075000,0.003000,-0.003000,0,10.761,0.336,-0.336,0,572.09400,31.78300,-31.78300,0,0.000000,,,0,K2,5070.00,130.00,-130.00,0,0.90,0.03,-0.03,0,0.89,0.09,-0.09,0,169.2720000,,
WASP-106 b,WASP-106,1,1,1,0,9.28971000,0.00001000,-0.00001000,0,,,,,11.433,3.363,-3.363,0,514.88460,298.76020,-298.76020,0,0.000000,,,0,,6055.00,136.00,-136.00,0,1.31,0.38,-0.38,0,0.93,0.80,-0.80,0,352.1810000,6.3930000,-6.1720000
WASP-11 b,WASP-11,1,3,1,0,3.72247000,0.00000700,-0.00000700,0,,,,,12.442,1.121,-1.121,0,251.08570,54.03110,-54.03110,0,0.000000,,,0,,4800.00,100.00,-100.00,0,0.89,0.08,-0.08,0,1.42,0.43,-0.43,0,124.7300000,2.1120000,-2.0440000
WASP-110 b,WASP-110,1,1,1,0,3.77840121,0.00000082,-0.00000082,0,,,,,13.877,0.628,-0.628,0,162.09249,20.34102,-20.34102,0,0.000000,,,0,G9,5400.00,140.00,-140.00,0,,,,,,,,,274.9600000,3.0970000,-3.0300000
WASP-113 b,WASP-113,1,1,1,0,4.54216875,0.00000420,-0.00000420,0,0.058850,0.000100,-0.000100,0,15.793,1.076,-1.569,0,150.96925,17.16282,-16.52716,0,0.000000,,,0,G1,5890.00,140.00,-140.00,0,1.61,0.09,-0.12,0,1.32,0.07,-0.07,0,435.1560000,4.4330000,-4.3460000
WASP-114 b,WASP-114,1,2,1,0,1.54877430,0.00000120,-0.00000091,0,0.028510,0.000390,-0.000390,0,15.009,0.717,-0.717,0,562.24127,20.34112,-20.34112,0,0.012000,0.022000,-0.009000,0,G0,5940.00,140.00,-140.00,0,1.43,0.06,-0.06,0,1.29,0.05,-0.05,0,523.3370000,17.3420000,-16.2820000
WASP-117 b,WASP-117,1,1,1,0,10.02165000,0.00055000,-0.00055000,0,,,,,11.882,0.785,-0.785,0,95.34900,15.89150,-15.89150,0,0.300000,0.020000,-0.020000,0,,6040.00,90.00,-90.00,0,1.22,0.06,-0.06,0,1.29,0.30,-0.30,0,157.9630000,0.6360000,-0.6320000
WASP-118 b,WASP-118,1,1,1,0,4.04604350,0.00000440,-0.00000440,0,0.054530,0.000480,-0.000480,0,16.141,0.404,-0.404,0,163.36462,6.35660,-6.35660,0,0.000000,,,0,F6,6410.00,125.00,-125.00,0,1.70,0.03,-0.03,0,1.32,0.04,-0.04,0,376.6580000,11.1990000,-10.5800000
WASP-119 b,WASP-119,1,1,1,0,2.49979000,0.00001000,-0.00001000,0,0.036300,0.000700,-0.000700,0,15.693,2.242,-2.242,0,390.93090,25.42640,-25.42640,0,0.058000,,,1,G5,5650.00,100.00,-100.00,0,1.20,0.10,-0.10,0,1.02,0.06,-0.06,0,302.4480000,2.0170000,-1.9910000
WASP-12 b,WASP-12,1,3,1,0,1.09142000,0.00000014,-0.00000014,0,0.023200,0.000640,-0.000640,0,21.712,0.628,-0.628,0,465.62095,25.10857,-25.10857,0,,,,,,6360.00,140.00,-140.00,0,1.66,0.05,-0.05,0,1.43,0.11,-0.11,0,427.2460000,6.0680000,-5.9030000
WASP-120 b,WASP-120,1,1,1,0,3.61127060,0.00000430,-0.00000430,0,0.051400,0.000700,-0.000700,0,16.511,1.076,-1.076,0,1541.47550,66.74430,-66.74430,0,0.057000,0.022000,-0.018000,0,F5,6450.00,120.00,-120.00,0,1.87,0.11,-0.11,0,1.39,0.06,-0.06,0,381.1740000,3.2300000,-3.1770000
WASP-121 b,WASP-121,1,1,1,0,1.27492504,0.00000015,-0.00000014,0,0.025960,0.000430,-0.000630,0,19.649,0.404,-0.404,0,367.72747,22.24799,-22.24799,0,0.000000,,,0,,,,,,1.46,0.03,-0.03,0,1.36,0.07,-0.08,0,269.8980000,1.5800000,-1.5620000
WASP-123 b,WASP-123,1,2,1,0,2.97764120,0.00000230,-0.00000230,0,0.042630,0.000740,-0.000740,0,14.773,0.729,-0.729,0,285.72917,11.44188,-11.44188,0,0.000000,,,0,G5,5740.00,130.00,-130.00,0,1.28,0.05,-0.05,0,1.17,0.06,-0.06,0,197.9960000,3.0830000,-2.9930000
WASP-124 b,WASP-124,1,1,1,0,3.37265000,0.00000100,-0.00000100,0,0.044900,0.000700,-0.000700,0,13.899,0.336,-0.336,0,190.69800,22.24810,-22.24810,0,0.017000,,,1,F9,6050.00,100.00,-100.00,0,1.02,0.02,-0.02,0,1.07,0.05,-0.05,0,448.6370000,7.6320000,-7.3840000
WASP-127 b,WASP-127,1,2,1,0,4.17806203,0.00000088,-0.00000053,0,0.048400,0.001360,-0.000950,0,14.695,0.280,-0.325,0,52.34660,6.80156,-5.46668,0,0.000000,,,0,,,,,,1.33,0.03,-0.03,0,0.95,0.02,-0.02,0,159.5070000,1.2100000,-1.1910000
WASP-129 b,WASP-129,1,2,1,0,5.74814500,0.00000400,-0.00000400,0,0.062800,0.000700,-0.000700,0,10.424,0.336,-0.336,0,317.83000,31.78300,-31.78300,0,0.096000,,,1,G1,5900.00,100.00,-100.00,0,0.90,0.02,-0.02,0,1.00,0.03,-0.03,0,301.4620000,3.3800000,-3.3070000
WASP-13 b,WASP-13,1,1,1,0,4.35301000,0.00000300,-0.00000300,0,,,,,13.675,1.569,-1.569,0,114.41880,28.60470,-28.60470,0,0.000000,,,0,,5950.00,70.00,-70.00,0,1.37,0.15,-0.15,0,0.72,0.25,-0.25,0,227.5370000,3.1100000,-3.0280000
WASP-130 b,WASP-130,1,1,1,0,11.55098000,0.00001000,-0.00001000,0,0.101200,0.001400,-0.001400,0,9.976,0.336,-0.336,0,390.93090,12.71320,-12.71320,0,0.000000,,,0,G6,5625.00,90.00,-90.00,0,0.96,0.03,-0.03,0,1.04,0.04,-0.04,0,172.2560000,1.3900000,-1.3680000
WASP-131 b,WASP-131,1,1,1,0,5.32202300,0.00000500,-0.00000500,0,0.060700,0.000900,-0.000900,0,13.675,0.560,-0.560,0,85.81410,6.35660,-6.35660,0,0.000000,,,0,G0,6030.00,90.00,-90.00,0,1.53,0.05,-0.05,0,1.06,0.06,-0.06,0,200.0750000,2.6590000,-2.5910000
WASP-132 c,WASP-132,1,1,2,0,1.01153400,0.00000500,-0.00000500,0,0.018200,0.000300,-0.000300,0,1.850,0.100,-0.100,0,37.35000,,,1,0.130000,0.200000,-0.090000,0,K4,4714.00,87.00,-88.00,0,0.75,0.03,-0.03,0,0.78,0.03,-0.03,0,122.9100000,0.5680000,-0.5620000
WASP-133 b,WASP-133,1,1,1,0,2.17642300,0.00000100,-0.00000100,0,0.034500,0.000700,-0.000700,0,13.563,0.560,-0.560,0,368.68280,28.60470,-28.60470,0,0.170000,,,1,G4,5700.00,100.00,-100.00,0,1.44,0.05,-0.05,0,1.16,0.08,-0.08,0,559.0840000,16.9670000,-16.0120000
WASP-135 b,WASP-135,1,1,1,0,1.40137940,0.00000080,-0.00000080,0,0.024300,0.000500,-0.000500,0,14.572,1.009,-1.009,0,603.87700,25.42640,-25.42640,0,0.000000,,,0,G5 V,5675.00,60.00,-60.00,0,0.96,0.05,-0.05,0,0.98,0.06,-0.06,0,298.2140000,1.4200000,-1.4070000
WASP-136 b,WASP-136,1,1,1,0,5.21535700,0.00000600,-0.00000600,0,0.066100,0.001200,-0.001200,0,15.468,1.793,-1.793,0,479.92330,25.42640,-25.42640,0,,,,,,6260.00,100.00,-100.00,0,2.21,0.22,-0.22,0,1.41,0.07,-0.07,0,275.5870000,4.6060000,-4.4600000
WASP-138 b,WASP-138,1,1,1,0,3.63443300,0.00000500,-0.00000500,0,0.049400,0.000700,-0.000700,0,12.218,0.560,-0.560,0,387.75260,25.42640,-25.42640,0,,,,,,6272.00,96.00,-96.00,0,1.36,0.05,-0.05,0,1.22,0.05,-0.05,0,414.2340000,7.6470000,-7.3790000
WASP-139 b,WASP-139,1,2,1,0,5.92426200,0.00000400,-0.00000400,0,0.062000,0.002000,-0.002000,0,8.967,0.560,-0.560,0,37.18611,5.40311,-5.40311,0,0.000000,,,0,K0,5310.00,90.00,-90.00,0,0.80,0.04,-0.04,0,0.92,0.10,-0.10,0,212.4720000,1.1100000,-1.0980000
WASP-14 b,WASP-14,1,3,1,0,2.24375000,0.00001000,-0.00001000,0,,,,,15.468,0.897,-0.897,0,2809.61720,444.96200,-444.96200,0,0.090000,0.000000,0.000000,0,,6475.00,100.00,-100.00,0,1.40,0.08,-0.08,0,1.62,0.39,-0.39,0,161.9970000,0.8100000,-0.8020000
WASP-140 b,WASP-140,1,2,1,0,2.23598350,0.00000080,-0.00000080,0,0.032300,0.000500,-0.000500,0,16.141,4.708,-2.018,0,775.50520,22.24810,-22.24810,0,0.047000,0.003500,-0.003500,0,K0,5260.00,100.00,-100.00,0,0.87,0.04,-0.04,0,0.90,0.04,-0.04,0,117.5980000,0.6010000,-0.5940000
WASP-141 b,WASP-141,1,1,1,0,3.31065100,0.00000500,-0.00000500,0,0.046900,0.000700,-0.000700,0,13.563,0.897,-0.897,0,854.96270,47.67450,-47.67450,0,0.000000,,,0,F9,5900.00,120.00,-120.00,0,1.37,0.07,-0.07,0,1.25,0.06,-0.06,0,516.5430000,8.6410000,-8.3660000
WASP-142 b,WASP-142,1,1,1,0,2.05286800,0.00000200,-0.00000200,0,0.034700,0.000700,-0.000700,0,17.150,0.897,-0.897,0,266.97720,28.60470,-28.60470,0,0.000000,,,0,F8,6010.00,140.00,-140.00,0,1.64,0.08,-0.08,0,1.33,0.08,-0.08,0,730.9330000,24.1750000,-22.7020000
WASP-144 b,WASP-144,1,1,1,0,2.27831520,0.00000130,-0.00000130,0,0.031600,0.000500,-0.000500,0,9.528,0.560,-0.560,0,139.84520,19.06980,-19.06980,0,0.000000,,,0,K2 V,5200.00,140.00,-140.00,0,0.81,0.04,-0.04,0,0.81,0.04,-0.04,0,355.5130000,10.6680000,-10.0750000
WASP-145 A b,WASP-145 A,1,2,1,0,1.76903810,0.00000080,-0.00000080,0,0.026100,0.000500,-0.000500,0,10.088,4.484,-4.484,0,282.86870,12.71320,-12.71320,0,0.000000,,,0,K2 V,4900.00,150.00,-150.00,0,0.68,0.07,-0.07,0,0.76,0.04,-0.04,0,91.2990000,0.2415000,-0.2403000
WASP-147 b,WASP-147,1,1,1,0,4.60273000,0.00002700,-0.00002700,0,0.054900,0.001200,-0.001300,0,12.498,1.569,-1.042,0,87.40325,8.89924,-8.58141,0,0.000000,,,0,G4,5702.00,100.00,-100.00,0,1.43,0.14,-0.08,0,1.04,0.07,-0.07,0,436.0980000,9.3500000,-8.9730000
WASP-148 b,WASP-148,1,1,2,0,8.80380900,0.00004300,-0.00004300,0,0.082150,0.000860,-0.001500,0,8.474,0.146,-0.191,0,91.21675,6.99222,-5.08525,0,0.208000,0.020000,-0.025000,0,,5555.00,90.00,-90.00,0,0.91,0.01,-0.01,0,0.95,0.03,-0.05,0,246.3530000,1.5750000,-1.5550000
WASP-15 b,WASP-15,1,1,1,0,3.75210000,0.00001000,-0.00001000,0,,,,,15.805,4.035,-4.035,0,171.62820,92.17070,-92.17070,0,0.000000,,,0,,6300.00,100.00,-100.00,0,1.48,0.38,-0.38,0,1.18,0.93,-0.93,0,282.0910000,3.3710000,-3.2940000
WASP-150 b,WASP-150,1,1,1,0,5.64420700,0.00000300,-0.00000400,0,0.069400,0.001100,-0.000800,0,11.994,0.269,-0.280,0,2688.84180,88.99240,-63.56600,0,0.377500,0.003800,-0.002900,0,F8,6218.00,49.00,-45.00,0,1.65,0.02,-0.03,0,1.39,0.07,-0.05,0,527.9950000,5.8170000,-5.6940000
WASP-151 b,WASP-151,1,1,1,0,4.53347750,0.00000230,-0.00000230,0,0.055000,0.000840,-0.000840,0,13.305,0.235,-0.235,0,100.43378,9.85268,-9.85268,0,0.000000,,,0,,,,,,1.18,0.02,-0.02,0,1.08,0.05,-0.05,0,453.0990000,10.0520000,-9.6330000
WASP-153 b,WASP-153,1,1,1,0,3.33260900,0.00000200,-0.00000200,0,0.048000,0.001000,-0.001000,0,17.374,1.121,-0.897,0,123.95370,6.35660,-6.35660,0,0.009000,,,1,G0,5914.00,64.00,-64.00,0,1.73,0.10,-0.09,0,1.34,0.09,-0.09,0,610.1760000,9.0170000,-8.7620000
WASP-156 b,WASP-156,1,1,1,0,3.83616230,0.00000150,-0.00000150,0,0.045800,0.000800,-0.000900,0,6.028,0.128,-0.120,0,41.80000,2.90000,-2.90000,0,0.000000,,,0,,4987.00,57.00,-56.00,0,0.83,0.01,-0.01,0,0.87,0.03,-0.03,0,122.0660000,0.6480000,-0.6410000
WASP-158 b,WASP-158,1,1,1,0,3.65633300,0.00000400,-0.00000400,0,0.051700,0.001800,-0.001800,0,11.994,1.681,-1.681,0,886.74570,73.10090,-73.10090,0,0.000000,,,0,F6 V,6350.00,150.00,-150.00,0,1.39,0.18,-0.18,0,1.38,0.14,-0.14,0,524.9930000,12.5750000,-12.0100000
WASP-159 b,WASP-159,1,1,1,0,3.84040100,0.00000700,-0.00000700,0,0.053800,0.001500,-0.001500,0,15.468,1.009,-1.009,0,174.80650,25.42640,-25.42640,0,0.000000,,,0,F9,6120.00,140.00,-140.00,0,2.11,0.10,-0.10,0,1.41,0.12,-0.12,0,715.3830000,10.7750000,-10.4660000
WASP-16 b,WASP-16,1,1,1,0,3.11860000,0.00001400,-0.00001400,0,,,,,13.675,1.121,-1.121,0,394.10920,79.45750,-79.45750,0,0.000000,,,0,,5700.00,150.00,-150.00,0,1.14,0.09,-0.09,0,1.78,0.54,-0.54,0,194.1340000,1.9440000,-1.9070000
WASP-160 B b,WASP-160 B,1,2,1,0,3.76849520,0.00000350,-0.00000350,0,0.045200,0.001200,-0.001200,0,12.218,0.527,-0.460,0,88.35674,13.98452,-14.30235,0,0.000000,,,0,K0 V,5298.00,99.00,-99.00,0,0.87,0.03,-0.03,0,0.87,0.07,-0.07,0,288.3260000,2.0360000,-2.0080000
WASP-161 b,WASP-161,1,1,1,0,5.40604250,0.00000480,-0.00000480,0,0.067300,0.002300,-0.002300,0,12.812,0.729,-0.650,0,791.39670,66.74430,-66.74430,0,,,,,,6400.00,100.00,-100.00,0,1.71,0.08,-0.07,0,1.39,0.14,-0.14,0,343.0800000,4.1420000,-4.0460000
WASP-162 b,WASP-162,1,1,1,0,9.62468000,0.00001000,-0.00001000,0,0.087100,0.001300,-0.001300,0,11.209,0.560,-0.560,0,1652.71600,63.56600,-63.56600,0,0.434000,0.005000,-0.005000,0,K0,5300.00,100.00,-100.00,0,1.11,0.05,-0.05,0,0.95,0.04,-0.04,0,310.8410000,4.1220000,-4.0170000
WASP-163 b,WASP-163,1,1,1,0,1.60968840,0.00000150,-0.00000150,0,0.026600,0.001400,-0.001400,0,13.473,1.087,-1.087,0,594.34210,66.74430,-66.74430,0,,,,,,5500.00,200.00,-200.00,0,1.01,0.07,-0.07,0,0.97,0.15,-0.15,0,261.3860000,3.6630000,-3.5640000
WASP-164 b,WASP-164,1,1,1,0,1.77712550,0.00000280,-0.00000280,0,0.028180,0.000650,-0.000720,0,12.644,0.460,-0.482,0,676.97790,38.13960,-41.31790,0,0.000000,,,0,G2 V,5806.00,190.00,-200.00,0,0.93,0.03,-0.03,0,0.95,0.07,-0.07,0,327.5060000,4.0120000,-3.9180000
WASP-165 b,WASP-165,1,1,1,0,3.46550900,0.00002300,-0.00002300,0,0.048230,0.000910,-0.000920,0,14.123,2.130,-1.906,0,209.13214,30.82951,-29.24036,0,0.000000,,,0,G6,5599.00,150.00,-150.00,0,1.75,0.18,-0.18,0,1.25,0.07,-0.07,0,602.2360000,28.6380000,-26.1940000
WASP-166 b,WASP-166,1,1,1,0,5.44354000,0.00000400,-0.00000400,0,0.064100,0.001100,-0.001100,0,7.062,0.336,-0.336,0,32.10083,1.58915,-1.58915,0,0.000000,,,0,F9 V,6050.00,50.00,-50.00,0,1.22,0.06,-0.06,0,1.19,0.06,-0.06,0,114.1730000,0.5910000,-0.5860000
WASP-167 b,WASP-167,1,1,1,0,2.02195960,0.00000060,-0.00000060,0,0.036500,0.000600,-0.000600,0,17.710,0.560,-0.560,0,2542.64000,,,1,,,,,F1 V,7000.00,250.00,-250.00,0,1.79,0.05,-0.05,0,1.59,0.08,-0.08,0,423.5520000,10.9100000,-10.3850000
WASP-168 b,WASP-168,1,2,1,0,4.15365800,0.00000300,-0.00000300,0,0.051900,0.000800,-0.000800,0,16.814,5.604,-3.363,0,133.48860,12.71320,-12.71320,0,0.000000,,,0,F9 V,6000.00,100.00,-100.00,0,1.12,0.06,-0.06,0,1.08,0.05,-0.05,0,303.9410000,1.9110000,-1.8880000
WASP-169 b,WASP-169,1,1,1,0,5.61141180,0.00000920,-0.00000920,0,0.068100,0.001400,-0.001400,0,14.617,1.681,-0.818,0,178.30263,19.38763,-19.38763,0,0.000000,,,0,F8,6110.00,101.00,-101.00,0,2.01,0.19,-0.09,0,1.34,0.08,-0.08,0,627.0660000,14.1590000,-13.5590000
WASP-17 b,WASP-17,1,1,1,0,3.73543000,0.00000800,-0.00000800,0,,,,,20.961,2.690,-2.690,0,247.90740,73.10090,-73.10090,0,0.000000,,,0,,6550.00,100.00,-100.00,0,1.49,0.19,-0.19,0,2.28,0.99,-0.99,0,405.9080000,8.7790000,-8.4210000
WASP-170 b,WASP-170,1,1,1,0,2.34478022,0.00000360,-0.00000360,0,0.033700,0.001800,-0.001800,0,12.285,0.953,-0.953,0,508.52800,63.56600,-63.56600,0,,,,,,5600.00,150.00,-150.00,0,0.94,0.06,-0.06,0,0.93,0.15,-0.15,0,305.6030000,3.7100000,-3.6230000
WASP-171 b,WASP-171,1,1,1,0,3.81862440,0.00000380,-0.00000380,0,0.050400,0.000830,-0.000830,0,10.985,0.785,-0.448,0,344.52772,29.87602,-29.87602,0,0.000000,,,0,G0,5965.00,100.00,-100.00,0,1.64,0.09,-0.05,0,1.17,0.06,-0.06,0,757.8400000,19.7610000,-18.7980000
WASP-172 b,WASP-172,1,1,1,0,5.47743300,0.00000700,-0.00000700,0,0.069400,0.001100,-0.001100,0,17.598,1.121,-1.121,0,149.38010,31.78300,-31.78300,0,0.000000,,,0,F1 V,6900.00,140.00,-140.00,0,1.91,0.10,-0.10,0,1.49,0.07,-0.07,0,538.1100000,15.2690000,-14.4630000
WASP-173 A b,WASP-173 A,1,2,1,0,1.38665318,0.00000027,-0.00000027,0,0.024800,0.000600,-0.000600,0,13.451,0.673,-0.673,0,1172.79270,57.20940,-57.20940,0,0.000000,,,0,G3,5800.00,140.00,-140.00,0,1.11,0.05,-0.05,0,1.05,0.08,-0.08,0,232.9800000,1.7900000,-1.7630000
WASP-174 b,WASP-174,1,1,1,0,4.23370050,0.00000180,-0.00000180,0,0.055030,0.000560,-0.000560,0,16.107,0.560,-0.560,0,104.88337,28.92239,-28.92239,0,0.000000,,,0,,6399.00,68.00,-68.00,0,1.35,0.02,-0.02,0,1.24,0.04,-0.04,0,410.1490000,10.3760000,-9.8840000
WASP-175 b,WASP-175,1,1,1,0,3.06529070,0.00000110,-0.00000160,0,0.044030,0.000550,-0.000550,0,13.540,0.908,-0.908,0,314.65170,41.31790,-41.31790,0,0.000000,,,0,F7,6229.00,100.00,-100.00,0,1.20,0.06,-0.06,0,1.21,0.04,-0.04,0,539.3600000,11.9420000,-11.4440000
WASP-176 b,WASP-176,1,1,1,0,3.89905200,0.00000500,-0.00000500,0,0.053500,0.001000,-0.001900,0,16.870,0.560,-0.504,0,271.74465,22.88376,-21.93027,0,0.000000,,,0,F9,5941.00,77.00,-79.00,0,1.93,0.05,-0.04,0,1.34,0.08,-0.13,0,568.4200000,11.9300000,-11.4580000
WASP-177 b,WASP-177,1,1,1,0,3.07172200,0.00000100,-0.00000100,0,0.039570,0.000580,-0.000580,0,17.710,7.398,-4.035,0,161.45764,12.07754,-12.07754,0,,,,,K2,5017.00,70.00,-70.00,0,0.89,0.05,-0.05,0,0.88,0.04,-0.04,0,176.8180000,2.4280000,-2.3640000
WASP-178 b,WASP-178,1,1,1,0,3.34482850,0.00000120,-0.00000120,0,0.055800,0.001000,-0.001000,0,20.288,1.009,-1.009,0,527.59780,38.13960,-38.13960,0,0.000000,,,0,A1 IV-V,9360.00,150.00,-150.00,0,1.67,0.07,-0.07,0,2.07,0.11,-0.11,0,427.6780000,11.3500000,-10.7860000
WASP-18 b,WASP-18,1,2,2,0,0.94145223,0.00000024,-0.00000024,0,0.020240,0.000290,-0.000310,0,13.899,0.886,-0.886,0,3241.84975,111.23994,-111.23994,0,0.005100,0.007000,-0.003700,0,,6432.00,48.00,-48.00,0,1.32,0.06,-0.06,0,1.29,0.06,-0.06,0,123.4830000,0.3710000,-0.3690000
WASP-180 A b,WASP-180 A,1,2,1,0,3.40926400,0.00000100,-0.00000100,0,0.048000,0.001000,-0.001000,0,13.899,0.448,-0.448,0,286.04700,31.78300,-31.78300,0,0.000000,,,0,F7 V,6600.00,200.00,-200.00,0,1.19,0.06,-0.06,0,1.30,0.10,-0.10,0,253.9850000,3.4040000,-3.3160000
WASP-181 b,WASP-181,1,1,1,0,4.51950640,0.00000340,-0.00000340,0,0.054270,0.000690,-0.000690,0,13.271,0.796,-0.661,0,95.03117,10.80622,-10.80622,0,,,,,G2,5839.00,70.00,-70.00,0,0.96,0.04,-0.04,0,1.04,0.04,-0.04,0,437.4950000,7.9640000,-7.6890000
WASP-182 b,WASP-182,1,1,1,0,3.37698480,0.00000240,-0.00000240,0,0.045100,0.000900,-0.000900,0,9.528,0.336,-0.336,0,47.03884,3.49613,-3.49613,0,0.000000,,,0,G5,5638.00,100.00,-100.00,0,1.34,0.03,-0.03,0,1.08,0.06,-0.06,0,327.6020000,4.5980000,-4.4740000
WASP-183 b,WASP-183,1,1,1,0,4.11177710,0.00000510,-0.00000510,0,0.046320,0.000750,-0.000750,0,16.477,10.536,-3.699,0,159.55066,14.93801,-14.93801,0,,,,,G9,5313.00,72.00,-72.00,0,0.87,0.04,-0.04,0,0.78,0.04,-0.04,0,325.3770000,3.9790000,-3.8850000
WASP-184 b,WASP-184,1,1,1,0,5.18170000,0.00001000,-0.00001000,0,0.062700,0.001200,-0.001200,0,14.908,1.009,-1.009,0,181.16310,31.78300,-31.78300,0,0.000000,,,0,G0 V,6000.00,100.00,-100.00,0,1.65,0.09,-0.09,0,1.23,0.07,-0.07,0,663.2310000,16.9650000,-16.1520000
WASP-185 b,WASP-185,1,1,1,0,9.38755000,0.00002000,-0.00002000,0,0.090400,0.001700,-0.001700,0,14.011,0.897,-0.897,0,311.47340,19.06980,-19.06980,0,0.240000,0.040000,-0.040000,0,G0 V,5900.00,100.00,-100.00,0,1.50,0.08,-0.08,0,1.12,0.06,-0.06,0,279.3500000,3.4390000,-3.3580000
WASP-186 b,WASP-186,1,1,1,0,5.02679900,0.00001200,-0.00001400,0,0.060000,0.001200,-0.001300,0,12.442,0.336,-0.336,0,1341.24260,57.20940,-57.20940,0,0.330000,0.010000,-0.010000,0,F,6361.00,105.00,-82.00,0,1.47,0.02,-0.02,0,1.22,0.07,-0.08,0,278.5140000,3.3870000,-3.3070000
WASP-187 b,WASP-187,1,1,1,0,5.14787800,0.00000500,-0.00000900,0,0.065300,0.001300,-0.001300,0,18.383,0.560,-0.560,0,254.26400,28.60470,-28.60470,0,0.000000,,,0,F,6150.00,92.00,-85.00,0,2.83,0.05,-0.05,0,1.54,0.09,-0.09,0,371.4140000,6.2710000,-6.0700000
